LABEL,TEXT,URL,EMAIL,PHONE,LABEL_3WAY,is_synthetic,source,clean_text,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count,label_id
spam,"PM Kisan Samman Nidhi: तुमचा शिष्यवृत्ती लाभ Rs.63,561 ट्रान्सफरसाठी तयार आहे. मिळवण्यासाठी तुमची बँक पासबुक माहिती सबमिट करा.",,,,SMISHING,True,Synthetic_Fraud_Spam_Marathi.csv,"pm kisan samman nidhi: तुमचा शिष्यवृत्ती लाभ rs.63,561 ट्रान्सफरसाठी तयार आहे. मिळवण्यासाठी तुमची बँक पासबुक माहिती सबमिट करा.",126.0,18.0,0.03968253968253968,0.0,0.2777777777777778,0.0,0.0,1.0,0.0,1.0,0.0,2
Smishing,"Your parcel could not be delivered. Reschedule and pay Rs.7,506 shipping fee at http://shorturl.at/na83LbW",,,,SMISHING,True,Synthetic_English.csv,"your parcel could not be delivered. reschedule and pay rs.7,506 shipping fee at shorturl at na83lbw",106.0,16.0,0.05660377358490566,0.0,0.07547169811320754,1.0,0.0,1.0,0.0,0.0,0.0,2
spam,"Vi के Rs.591,523 रिचार्ज के साथ पाएं 2 मुफ्त मूवी टिकट, सिर्फ इस हफ्ते।",,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,"vi के rs.591,523 रिचार्ज के साथ पाएं 2 मुफ्त मूवी टिकट, सिर्फ इस हफ्ते।",71.0,14.0,0.09859154929577464,0.0,0.29577464788732394,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"Free recharge of Rs.91,096 on referring 3 friends to our app. Reply REFER now.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"free recharge of rs.91,096 on referring 3 friends to our app. reply refer now.",78.0,14.0,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"सीमित समय का ऑफर! न्यूनतम दस्तावेज़ों के साथ Rs.754,588 तक का इंस्टेंट पर्सनल लोन पाएं। आज ही आवेदन करें।",,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,"सीमित समय का ऑफर! न्यूनतम दस्तावेज़ों के साथ rs.754,588 तक का इंस्टेंट पर्सनल लोन पाएं। आज ही आवेदन करें।",105.0,19.0,0.05714285714285714,1.0,0.29523809523809524,0.0,0.0,1.0,0.0,0.0,0.0,1
Smishing,"तुम्हाला Google Pay द्वारे Rs.2,546 चे पेमेंट मिळाले आहे. स्वीकारण्यासाठी इथे क्लिक करा: http://account-verify24.xyz/u81n7",,,,SMISHING,True,Synthetic_Marathi.csv,"तुम्हाला google pay द्वारे rs.2,546 चे पेमेंट मिळाले आहे. स्वीकारण्यासाठी इथे क्लिक करा: account verify24 xyz u81n7",122.0,17.0,0.07377049180327869,0.0,0.29508196721311475,1.0,0.0,1.0,0.0,0.0,0.0,2
ham,Yeah that's the impression I got,No,No,No,HAM,False,Dataset_5971_real,yeah that's the impression i got,32.0,6.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0
spam,अभिनंदन! तुम्ही Rs.657 च्या प्री-अप्रूव्ह्ड लोनसाठी पात्र आहात. आत्ताच APPLY रिप्लाय करा.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,अभिनंदन! तुम्ही rs.657 च्या प्री-अप्रूव्ह्ड लोनसाठी पात्र आहात. आत्ताच apply रिप्लाय करा.,89.0,12.0,0.033707865168539325,1.0,0.33707865168539325,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,have * good weekend.,No,No,No,HAM,False,Dataset_5971_real,have * good weekend.,20.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
Smishing,"Priya Grahak, aapka Canara Bank account aaj block ho jayega. Turant KYC update karein: http://secure-login-update.net/tyjal",,,,SMISHING,True,Synthetic_Hinglish.csv,"priya grahak, aapka canara bank account aaj block ho jayega. turant kyc update karein: secure login update net tyjal",123.0,19.0,0.0,0.0,0.08130081300813008,1.0,0.0,0.0,2.0,0.0,0.0,2
spam,Aapki astrology reading kehti hai badi changes aane wali hain! Free consultation ke liye call karein +917939851445.,,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,aapki astrology reading kehti hai badi changes aane wali hain! free consultation ke liye call karein phonenumber .,115.0,18.0,0.10434782608695652,1.0,0.02608695652173913,0.0,1.0,0.0,0.0,0.0,0.0,1
Smishing,Your electricity connection will be disconnected tonight due to unpaid bill. Pay immediately: http://account-verify24.xyz/2un7n,,,,SMISHING,True,Synthetic_English.csv,your electricity connection will be disconnected tonight due to unpaid bill. pay immediately: account verify24 xyz 2un7n,127.0,17.0,0.031496062992125984,0.0,0.06299212598425197,1.0,0.0,0.0,4.0,0.0,0.0,2
spam,"बेस्ट फॉरेक्स ट्रेडिंग टिप्स! Rs.187 को एक महीने में Rs.621,008 बनाएं। अभी कॉल करें +916848074451।",,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,"बेस्ट फॉरेक्स ट्रेडिंग टिप्स! rs.187 को एक महीने में rs.621,008 बनाएं। अभी कॉल करें phonenumber ।",98.0,16.0,0.21428571428571427,1.0,0.29591836734693877,0.0,1.0,2.0,0.0,0.0,0.0,1
ham,Society ki AGM 27-12-2025 ko 6 baje clubhouse mein hai.,,,,HAM,True,Synthetic_Extra_Ham_Hinglish.csv,society ki agm phonenumber ko 6 baje clubhouse mein hai.,55.0,10.0,0.16363636363636364,0.0,0.05454545454545454,0.0,1.0,0.0,0.0,0.0,0.0,0
Smishing,आपका सिम कार्ड 24 घंटे में ब्लॉक हो जाएगा। अभी अपनी BSNL केवाईसी अपडेट करें: http://parcel-redelivery.xyz/3le26,,,,SMISHING,True,Synthetic_Hindi.csv,आपका सिम कार्ड 24 घंटे में ब्लॉक हो जाएगा। अभी अपनी bsnl केवाईसी अपडेट करें: parcel redelivery xyz 3le26,111.0,19.0,0.04504504504504504,0.0,0.26126126126126126,1.0,0.0,0.0,2.0,0.0,0.0,2
spam,"मैंने गलती से आपके PhonePe पर Rs.97,415 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: buvruwr@axl",,,,SMISHING,True,Synthetic_Fraud_Spam_Hindi.csv,"मैंने गलती से आपके phonepe पर rs.97,415 भेज दिए, कृपया इसे इस upi id पर रिफंड करें: buvruwr@axl",95.0,18.0,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,1.0,0.0,0.0,1.0,2
ham,Reminder: Your appointment with Dr. Divya is on 25-05-2025 at 6:59 AM. Please arrive 10 mins early.,,,,HAM,True,Synthetic_English.csv,reminder: your appointment with dr. divya is on phonenumber at 6:59 am. please arrive 10 mins early.,99.0,17.0,0.13131313131313133,0.0,0.0707070707070707,0.0,1.0,0.0,0.0,0.0,0.0,0
spam,अभिनंदन! तुमचे BYJU'S खाते एका फ्री शॉपिंग व्हाउचर (Rs.100) साठी निवडले गेले आहे. आत्ताच दावा करा: http://lucky-winner-alert.co/wofgh,,,,MARKETING_SPAM,True,Synthetic_PromoLegit_SpamContrast_Marathi.csv,अभिनंदन! तुमचे byju's खाते एका फ्री शॉपिंग व्हाउचर (rs.100) साठी निवडले गेले आहे. आत्ताच दावा करा: lucky winner alert co wofgh,133.0,21.0,0.022556390977443608,1.0,0.3007518796992481,1.0,0.0,1.0,1.0,0.0,0.0,1
Smishing,"प्रिय ग्राहक, अपनी वार्षिक बैंक लॉकर केवाईसी पूरी करें वरना यह सील कर दिया जाएगा: http://rebrand.ly/my050pq",,,,SMISHING,True,Synthetic_Hindi.csv,"प्रिय ग्राहक, अपनी वार्षिक बैंक लॉकर केवाईसी पूरी करें वरना यह सील कर दिया जाएगा: rebrand ly my050pq",107.0,18.0,0.028037383177570093,0.0,0.2897196261682243,1.0,0.0,0.0,1.0,0.0,0.0,2
ham,S:)s.nervous  &lt;#&gt; :),No,No,No,HAM,False,Dataset_5971_real,s:) s nervous &lt;#&gt; :),26.0,5.0,0.0,0.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0
ham,"तुमचे February महिन्याचे वीज बिल Rs.77,095 यशस्वीरित्या भरले गेले आहे. धन्यवाद.",,,,HAM,True,Synthetic_Marathi.csv,"तुमचे february महिन्याचे वीज बिल rs.77,095 यशस्वीरित्या भरले गेले आहे. धन्यवाद.",79.0,11.0,0.06329113924050633,0.0,0.2911392405063291,0.0,0.0,1.0,0.0,0.0,0.0,0
ham,"Hi Nikhil, your OTP for login is 2995. Valid for 10 minutes. Do not share this with anyone.",,,,HAM,True,Synthetic_English.csv,"hi nikhil, your otp for login is 2995. valid for 10 minutes. do not share this with anyone.",91.0,18.0,0.06593406593406594,0.0,0.04395604395604396,0.0,0.0,0.0,0.0,0.0,0.0,0
spam,अभिनंदन! तुमचे BookMyShow खाते एका फ्री गिफ्ट हॅम्पर (Rs.250) साठी निवडले गेले आहे. आत्ताच दावा करा: http://lucky-winner-alert.co/mfc8d,,,,MARKETING_SPAM,True,Synthetic_PromoLegit_SpamContrast_Marathi.csv,अभिनंदन! तुमचे bookmyshow खाते एका फ्री गिफ्ट हॅम्पर (rs.250) साठी निवडले गेले आहे. आत्ताच दावा करा: lucky winner alert co mfc8d,135.0,21.0,0.02962962962962963,1.0,0.2814814814814815,1.0,0.0,1.0,1.0,0.0,0.0,1
ham,"Your Airtel bill payment of Rs.177,965 was successful. Thank you for using our services.",,,,HAM,True,Synthetic_English.csv,"your airtel bill payment of rs.177,965 was successful. thank you for using our services.",88.0,14.0,0.06818181818181818,0.0,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.0,0
Smishing,"Rs.4,007 का इनकम टैक्स रिफंड लंबित है। 03-03-2026 से पहले दावा करने के लिए http://bank-alert-update.com/mlgy4 पर क्लिक करें।",,,,SMISHING,True,Synthetic_Hindi.csv,"rs.4,007 का इनकम टैक्स रिफंड लंबित है। phonenumber से पहले दावा करने के लिए bank alert update com mlgy4 पर क्लिक करें।",124.0,22.0,0.10483870967741936,0.0,0.25806451612903225,1.0,1.0,1.0,0.0,0.0,0.0,2
spam,Kolkata ke liye apni dream vacation book karein bemisaal prices par. Packages ke liye call karein +916059752693.,,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,kolkata ke liye apni dream vacation book karein bemisaal prices par. packages ke liye call karein phonenumber .,112.0,18.0,0.10714285714285714,0.0,0.026785714285714284,0.0,1.0,0.0,0.0,0.0,0.0,1
Smishing,बधाई हो! आपका मोबाइल नंबर Snapdeal लकी ड्रॉ में Rs.548 जीत चुका है। अभी दावा करें: http://tinyurl.com/jc3XrDw,,,,SMISHING,True,Synthetic_Hindi.csv,बधाई हो! आपका मोबाइल नंबर snapdeal लकी ड्रॉ में rs.548 जीत चुका है। अभी दावा करें: tinyurl com jc3xrdw,109.0,19.0,0.03669724770642202,1.0,0.26605504587155965,1.0,0.0,1.0,1.0,0.0,0.0,2
Smishing,"तुमचे Ekart पार्सल Rs.574,432 थकीत कस्टम शुल्कामुळे होल्डवर आहे. आत्ताच पेमेंट करा: http://parcel-redelivery.xyz/lkk52",,,,SMISHING,True,Synthetic_Marathi.csv,"तुमचे ekart पार्सल rs.574,432 थकीत कस्टम शुल्कामुळे होल्डवर आहे. आत्ताच पेमेंट करा: parcel redelivery xyz lkk52",118.0,16.0,0.06779661016949153,0.0,0.2542372881355932,1.0,0.0,1.0,0.0,0.0,0.0,2
Smishing,"Rs.72,385 का इनकम टैक्स रिफंड लंबित है। 27-01-2025 से पहले दावा करने के लिए http://paytm-kyc-update.co/52c12 पर क्लिक करें।",,,,SMISHING,True,Synthetic_Hindi.csv,"rs.72,385 का इनकम टैक्स रिफंड लंबित है। phonenumber से पहले दावा करने के लिए paytm kyc update co 52c12 पर क्लिक करें।",123.0,22.0,0.13821138211382114,0.0,0.2601626016260163,1.0,1.0,1.0,1.0,0.0,0.0,2
Smishing,अत्यावश्यक: आपका SBI डेबिट कार्ड अस्थायी रूप से निलंबित कर दिया गया है। यहां अपनी जानकारी सत्यापित करें: http://bit.ly/WK04fEN,,,,SMISHING,True,Synthetic_Hindi.csv,अत्यावश्यक: आपका sbi डेबिट कार्ड अस्थायी रूप से निलंबित कर दिया गया है। यहां अपनी जानकारी सत्यापित करें: bit ly wk04fen,126.0,21.0,0.015873015873015872,0.0,0.30952380952380953,1.0,0.0,0.0,2.0,0.0,0.0,2
spam,"Get 2 free movie tickets with your Airtel recharge of Rs.51,816 this week only.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"get 2 free movie tickets with your airtel recharge of rs.51,816 this week only.",79.0,14.0,0.0759493670886076,0.0,0.0379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"Aapka BSNL bill payment Rs.578,847 ka successful hua hai. Dhanyavad.",,,,HAM,True,Synthetic_Hinglish.csv,"aapka bsnl bill payment rs.578,847 ka successful hua hai. dhanyavad.",68.0,10.0,0.08823529411764706,0.0,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,0
Smishing,"बधाई हो! आपका मोबाइल नंबर Nykaa लकी ड्रॉ में Rs.7,352 जीत चुका है। अभी दावा करें: http://tinyurl.com/JxGeOsn",,,,SMISHING,True,Synthetic_Hindi.csv,"बधाई हो! आपका मोबाइल नंबर nykaa लकी ड्रॉ में rs.7,352 जीत चुका है। अभी दावा करें: tinyurl com jxgeosn",108.0,19.0,0.037037037037037035,1.0,0.2777777777777778,1.0,0.0,1.0,1.0,0.0,0.0,2
spam,"Aapki insurance policy ka maturity amount Rs.9,567 ready hai. Payment paane ke liye apni bank passbook details bhejein.",,,,SMISHING,True,Synthetic_Fraud_Spam_Hinglish.csv,"aapki insurance policy ka maturity amount rs.9,567 ready hai. payment paane ke liye apni bank passbook details bhejein.",119.0,18.0,0.03361344537815126,0.0,0.03361344537815126,0.0,0.0,1.0,0.0,2.0,0.0,2
spam,"उत्तम फॉरेक्स ट्रेडिंग टिप्स! Rs.56,804 चे एका महिन्यात Rs.546,744 करा. आत्ताच कॉल करा +917971835915.",,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,"उत्तम फॉरेक्स ट्रेडिंग टिप्स! rs.56,804 चे एका महिन्यात rs.546,744 करा. आत्ताच कॉल करा phonenumber .",101.0,15.0,0.22772277227722773,1.0,0.27722772277227725,0.0,1.0,2.0,0.0,0.0,0.0,1
spam,Apna debt aaj hi khatam karein! Kam interest rate par loans consolidate karein. Call karein +918957406208.,,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,apna debt aaj hi khatam karein! kam interest rate par loans consolidate karein. call karein phonenumber .,106.0,17.0,0.11320754716981132,1.0,0.03773584905660377,0.0,1.0,0.0,0.0,0.0,0.0,1
spam,"Congratulations! You qualify for a pre-approved loan of Rs.273,112. Reply APPLY now.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"congratulations! you qualify for a pre-approved loan of rs.273,112. reply apply now.",84.0,12.0,0.07142857142857142,1.0,0.07142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,1
ham,"Family trip to Rishikesh is confirmed for December, so excited!",,,,HAM,True,Synthetic_Extra_Ham_English.csv,"family trip to rishikesh is confirmed for december, so excited!",63.0,10.0,0.0,1.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,Captain is in our room:),No,No,No,HAM,False,Dataset_5971_real,captain is in our room:),24.0,5.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
ham,"प्रिय विवेक, तुमच्या लॉगिनसाठी OTP 0809 आहे. हा 10 मिनिटांसाठी वैध आहे. कृपया कोणाशीही शेअर करू नका.",,,,HAM,True,Synthetic_Marathi.csv,"प्रिय विवेक, तुमच्या लॉगिनसाठी otp 0809 आहे. हा 10 मिनिटांसाठी वैध आहे. कृपया कोणाशीही शेअर करू नका.",100.0,17.0,0.06,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0
spam,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा +916418436984.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा phonenumber .,86.0,14.0,0.13953488372093023,1.0,0.29069767441860467,0.0,1.0,0.0,0.0,0.0,0.0,1
Smishing,"प्रिय वापरकर्ता, तुमची Paytm केवायसी संपली आहे. आत्ताच अपडेट करा नाहीतर वॉलेट ब्लॉक होईल: http://shorturl.at/6dyJGv8",,,,SMISHING,True,Synthetic_Marathi.csv,"प्रिय वापरकर्ता, तुमची paytm केवायसी संपली आहे. आत्ताच अपडेट करा नाहीतर वॉलेट ब्लॉक होईल: shorturl at 6dyjgv8",116.0,17.0,0.017241379310344827,0.0,0.27586206896551724,1.0,0.0,0.0,0.0,0.0,0.0,2
ham,"आपका बीमा प्रीमियम भुगतान Rs.9,180 का सफल रहा, धन्यवाद।",,,,HAM,True,Synthetic_Fraud_Ham_Hindi.csv,"आपका बीमा प्रीमियम भुगतान rs.9,180 का सफल रहा, धन्यवाद।",55.0,9.0,0.07272727272727272,0.0,0.2909090909090909,0.0,0.0,1.0,0.0,0.0,0.0,0
spam,"Your Axis Bank personal loan of Rs.80,665 is pre-approved. Share your bank account and Aadhaar details to process.",,,,SMISHING,True,Synthetic_Fraud_Spam_English.csv,"your axis bank personal loan of rs.80,665 is pre-approved. share your bank account and aadhaar details to process.",114.0,18.0,0.043859649122807015,0.0,0.043859649122807015,0.0,0.0,1.0,0.0,1.0,0.0,2
spam,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा +918501270016.,,,,MARKETING_SPAM,True,Synthetic_Marathi.csv,तुमचे ज्योतिष वाचन सांगते मोठे बदल येणार आहेत! मोफत सल्ल्यासाठी कॉल करा phonenumber .,86.0,14.0,0.13953488372093023,1.0,0.29069767441860467,0.0,1.0,0.0,0.0,0.0,0.0,1
spam,"सेल संपण्यापूर्वी खरेदी करा, कोड SUQW11 ने अतिरिक्त 15% सूट.",,,,MARKETING_SPAM,True,Synthetic_Extra_SoftSpam_Marathi.csv,"सेल संपण्यापूर्वी खरेदी करा, कोड suqw11 ने अतिरिक्त 15% सूट.",60.0,10.0,0.06666666666666667,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1
spam,"बधाई हो, Ayushman Bharat के तहत आपका आवेदन Rs.82,743 के लिए स्वीकृत हो गया है। वितरण के लिए अपनी बैंक विवरण भेजें।",,,,SMISHING,True,Synthetic_Fraud_Spam_Hindi.csv,"बधाई हो, ayushman bharat के तहत आपका आवेदन rs.82,743 के लिए स्वीकृत हो गया है। वितरण के लिए अपनी बैंक विवरण भेजें।",114.0,22.0,0.043859649122807015,0.0,0.24561403508771928,0.0,0.0,1.0,0.0,1.0,0.0,2
spam,"Best forex trading tips! Rs.590 ko ek mahine mein Rs.425,271 banayein. Abhi call karein +919640979991.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"best forex trading tips! rs.590 ko ek mahine mein rs.425,271 banayein. abhi call karein phonenumber .",102.0,16.0,0.20588235294117646,1.0,0.06862745098039216,0.0,1.0,2.0,0.0,0.0,0.0,1
ham,U don't remember that old commercial?,No,No,No,HAM,False,Dataset_5971_real,u don't remember that old commercial?,37.0,6.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0
spam,"Limited period offer! Rs.60 tak ka instant personal loan, minimal documents ke saath. Aaj hi apply karein.",,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,"limited period offer! rs.60 tak ka instant personal loan, minimal documents ke saath. aaj hi apply karein.",106.0,17.0,0.018867924528301886,1.0,0.04716981132075472,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,Aapki astrology reading kehti hai badi changes aane wali hain! Free consultation ke liye call karein +917053282384.,,,,MARKETING_SPAM,True,Synthetic_Hinglish.csv,aapki astrology reading kehti hai badi changes aane wali hain! free consultation ke liye call karein phonenumber .,115.0,18.0,0.10434782608695652,1.0,0.02608695652173913,0.0,1.0,0.0,0.0,0.0,0.0,1
Smishing,"Badhai ho! Aapka mobile number Meesho lucky draw mein Rs.733,162 jeet chuka hai. Abhi claim karein: http://refund-claim.online/nrnzl",,,,SMISHING,True,Synthetic_Hinglish.csv,"badhai ho! aapka mobile number meesho lucky draw mein rs.733,162 jeet chuka hai. abhi claim karein: refund claim online nrnzl",132.0,20.0,0.045454545454545456,1.0,0.08333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,2
spam,"Hi, mujhe lagta hai maine kisi aur ko pay karte waqt aapko galti se Rs.94,876 bhej diya. Kripya vkbcghb@ybl par wapas bhej dein, dhanyavad.",,,,SMISHING,True,Synthetic_Fraud_Spam_Hinglish.csv,"hi, mujhe lagta hai maine kisi aur ko pay karte waqt aapko galti se rs.94,876 bhej diya. kripya vkbcghb@ybl par wapas bhej dein, dhanyavad.",139.0,24.0,0.03597122302158273,0.0,0.050359712230215826,0.0,0.0,1.0,0.0,0.0,1.0,2
spam,"ज़ीरो एनुअल फीस वाला फ्री क्रेडिट कार्ड पाएं। अभी आवेदन करें और Rs.989,536 वेलकम बोनस पाएं।",,,,MARKETING_SPAM,True,Synthetic_Hindi.csv,"ज़ीरो एनुअल फीस वाला फ्री क्रेडिट कार्ड पाएं। अभी आवेदन करें और rs.989,536 वेलकम बोनस पाएं।",91.0,16.0,0.06593406593406594,0.0,0.3076923076923077,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"Post Matric Scholarship: Aapka scholarship benefit Rs.73,531 transfer ke liye ready hai. Ise paane ke liye apni bank passbook details submit karein.",,,,SMISHING,True,Synthetic_Fraud_Spam_Hinglish.csv,"post matric scholarship: aapka scholarship benefit rs.73,531 transfer ke liye ready hai. ise paane ke liye apni bank passbook details submit karein.",148.0,22.0,0.033783783783783786,0.0,0.033783783783783786,0.0,0.0,1.0,0.0,2.0,0.0,2
spam,"Get 2 free movie tickets with your BSNL recharge of Rs.9,098 this week only.",,,,MARKETING_SPAM,True,Synthetic_English.csv,"get 2 free movie tickets with your bsnl recharge of rs.9,098 this week only.",76.0,14.0,0.06578947368421052,0.0,0.039473684210526314,0.0,0.0,1.0,0.0,0.0,0.0,1
spam,"तुमचा प्रलंबित कॅशबॅक Rs.204 रिलीज करण्यासाठी, कृपया आत्ताच मिळालेला OTP आमच्या एक्झिक्युटिव्हसोबत शेअर करा.",,,,SMISHING,True,Synthetic_Fraud2_Spam_Marathi.csv,"तुमचा प्रलंबित कॅशबॅक rs.204 रिलीज करण्यासाठी, कृपया आत्ताच मिळालेला otp आमच्या एक्झिक्युटिव्हसोबत शेअर करा.",108.0,14.0,0.027777777777777776,0.0,0.32407407407407407,0.0,0.0,1.0,0.0,0.0,0.0,2
ham,स्मरणपत्र: सोसायटीची देखभाल फी 23-02-2025 पर्यंत भरा अन्यथा विलंब शुल्क लागेल.,,,,HAM,True,Synthetic_Extra_Ham_Marathi.csv,स्मरणपत्र: सोसायटीची देखभाल फी phonenumber पर्यंत भरा अन्यथा विलंब शुल्क लागेल.,78.0,11.0,0.10256410256410256,0.0,0.3076923076923077,0.0,1.0,0.0,0.0,0.0,0.0,0
spam,"Aapko Infosys ke saath work-from-home job ke liye select kiya gaya hai. Rs.33,391 ka joining bonus paane ke liye apni bank details share karein.",,,,SMISHING,True,Synthetic_Fraud_Spam_Hinglish.csv,"aapko infosys ke saath work-from-home job ke liye select kiya gaya hai. rs.33,391 ka joining bonus paane ke liye apni bank details share karein.",144.0,24.0,0.034722222222222224,0.0,0.041666666666666664,0.0,0.0,1.0,0.0,1.0,0.0,2
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,No,No,No,HAM,False,Dataset_5971_real,i thk u dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui.,96.0,23.0,0.020833333333333332,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0
