LABEL,TEXT,URL,EMAIL,PHONE,LABEL_3WAY,is_synthetic,source,clean_text
ham,Ugh my leg hurts. Musta overdid it on mon.,No,No,No,HAM,False,Dataset_5971_real,ugh my leg hurts. musta overdid it on mon.
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",No,No,No,HAM,False,Dataset_5971_real,"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow."
ham,Ok.ok ..then..what is ur todays plan,No,No,No,HAM,False,Dataset_5971_real,ok ok then what is ur todays plan
ham,Dun need to use dial up juz open da browser n surf...,No,No,No,HAM,False,Dataset_5971_real,dun need to use dial up juz open da browser n surf...
ham,Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,No,No,No,HAM,False,Dataset_5971_real,was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
Smishing,! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,No,No,yes,SMISHING,False,Dataset_5971_real,! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on phonenumber
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,No,No,No,HAM,False,Dataset_5971_real,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl
ham,55 that's all? Guess that's easy enough,No,No,No,HAM,False,Dataset_5971_real,55 that's all? guess that's easy enough
ham,Yup�its ok..,No,No,No,HAM,False,Dataset_5971_real,yup�its ok..
ham,Okie.. Thanx..,No,No,No,HAM,False,Dataset_5971_real,okie.. thanx..
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,No,No,No,HAM,False,Dataset_5971_real,the greatest test of courage on earth is to bear defeat without losing heart gn tc
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,No,No,yes,MARKETING_SPAM,False,Dataset_5971_real,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688
ham,say thanks2.,No,No,No,HAM,False,Dataset_5971_real,say thanks2.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",No,No,No,HAM,False,Dataset_5971_real,"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '"
ham,I dont have i shall buy one dear,No,No,No,HAM,False,Dataset_5971_real,i dont have i shall buy one dear
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",No,No,No,MARKETING_SPAM,False,Dataset_5971_real,"you can stop further club tones by replying ""stop mix"" see my tone com enjoy html for terms. club tones cost gbp4.50/week. mfl, po box 1146 mk45 2wt (2/3)"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",No,No,No,HAM,False,Dataset_5971_real,"god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",No,No,No,HAM,False,Dataset_5971_real,"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",No,No,No,HAM,False,Dataset_5971_real,"you might want to pull out more just in case and just plan on not spending it if you can, i don't have much confidence in derek and taylor's money management"
ham,Okie... Thanx...,No,No,No,HAM,False,Dataset_5971_real,okie... thanx...
Smishing,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr",No,No,yes,SMISHING,False,Dataset_5971_real,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, call phonenumber , exp. 30apr"
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,No,No,No,HAM,False,Dataset_5971_real,hello my little party animal! i just thought i'd buzz you as you were with your friends ...*grins*... reminding you were loved and send a naughty adoring kiss
ham,Okie..nice to hear that..,No,No,No,HAM,False,Dataset_5971_real,okie nice to hear that..
spam,"Double mins and txts 4 6monthsAvailable on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839403 or call2optout/N9DX",No,No,yes,MARKETING_SPAM,False,Dataset_5971_real,"double mins and txts 4 6monthsavailable on sony, nokia motorola phones. call mobileupd8 on phonenumber or call2optout/n9dx"
ham,I havent add ü yet right..,No,No,No,HAM,False,Dataset_5971_real,i havent add ü yet right..
Smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,No,No,yes,SMISHING,False,Dataset_5971_real,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on phonenumber -stopsms-08
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",No,No,No,HAM,False,Dataset_5971_real,"do whatever you want. you know what the rules are. we had a talk earlier this week about what had to start happening, you showing responsibility. yet, every week it's can i bend the rule this way? what about that way? do whatever. i'm tired of having thia same argument with you every week. and a &lt;#&gt; movie doesnt inlude the previews. you're still getting in after 1."
ham,I plane to give on this month end.,No,No,No,HAM,False,Dataset_5971_real,i plane to give on this month end.
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,No,No,No,HAM,False,Dataset_5971_real,it's still not working. and this time i also tried adding zeros. that was the savings. the checking is &lt;#&gt;
ham,Hello madam how are you ?,No,No,No,HAM,False,Dataset_5971_real,hello madam how are you ?
ham,We left already we at orchard now.,No,No,No,HAM,False,Dataset_5971_real,we left already we at orchard now.
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",No,No,No,HAM,False,Dataset_5971_real,"wnevr i wana fal in luv vth my books, my bed fals in luv vth me..!'' . yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) gud eveb-)."
ham,"Sorry, I can't help you on this.",No,No,No,HAM,False,Dataset_5971_real,"sorry, i can't help you on this."
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,No,No,No,HAM,False,Dataset_5971_real,hey gorgeous man. my work mobile number is. have a good one babe. squishy mwahs.
ham,"So check your errors and if you had difficulties, do correction.",No,No,No,HAM,False,Dataset_5971_real,"so check your errors and if you had difficulties, do correction."
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,No,No,No,HAM,False,Dataset_5971_real,dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.
ham,"Almost there, see u in a sec",No,No,No,HAM,False,Dataset_5971_real,"almost there, see u in a sec"
ham,Speaking of does he have any cash yet?,No,No,No,HAM,False,Dataset_5971_real,speaking of does he have any cash yet?
ham,"I'm in a meeting, call me later at evening",No,No,No,HAM,False,Dataset_5971_real,"i'm in a meeting, call me later at evening"
Smishing,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,No,No,yes,SMISHING,False,Dataset_5971_real,gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call phonenumber . claim code k52. valid 12hrs only. 150ppm
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,No,No,No,HAM,False,Dataset_5971_real,i am literally in bed and have been up for like &lt;#&gt; hours
Smishing,"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",No,No,No,SMISHING,False,Dataset_5971_real,"dear customer,your apple 1d is due to expire today prevent this by confiming your apple id at ataligaid daal au"
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,No,No,No,HAM,False,Dataset_5971_real,hope you are having a great new semester. do wish you the very best. you are made for greatness.
ham,Genius what's up. How your brother. Pls send his number to my skype.,No,No,No,HAM,False,Dataset_5971_real,genius what's up. how your brother. pls send his number to my skype.
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),No,No,No,HAM,False,Dataset_5971_real,boy; i love u grl: hogolo boy: gold chain kodstini grl: agalla boy: necklace madstini grl: agalla boy: hogli 1 mutai eerulli kodthini! grl: i love u kano;-)
ham,"Sorry, I'll call later�buzy",No,No,No,HAM,False,Dataset_5971_real,"sorry, i'll call later�buzy"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. ",No,No,No,HAM,False,Dataset_5971_real,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch."
ham,Well boy am I glad G wasted all night at applebees for nothing,No,No,No,HAM,False,Dataset_5971_real,well boy am i glad g wasted all night at applebees for nothing
ham,"K, can that happen tonight?",No,No,No,HAM,False,Dataset_5971_real,"k, can that happen tonight?"
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",No,No,No,HAM,False,Dataset_5971_real,"i wonder how you got online, my love ? had you gone to the net cafe ? did you get your phone recharged ? were you on a friends net ? i think of you, boytoy"
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,No,No,No,HAM,False,Dataset_5971_real,yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,Surly ill give it to you:-) while coming to review.,No,No,No,HAM,False,Dataset_5971_real,surly ill give it to you:-) while coming to review.
ham,Wait  &lt;#&gt;  min..,No,No,No,HAM,False,Dataset_5971_real,wait &lt;#&gt; min..
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",No,No,No,HAM,False,Dataset_5971_real,"hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3."
ham,Update your face book status frequently :),No,No,No,HAM,False,Dataset_5971_real,update your face book status frequently :)
ham,Did u fix the teeth?if not do it asap.ok take care.,No,No,No,HAM,False,Dataset_5971_real,did u fix the teeth?if not do it asap ok take care.
