record_id,deidentified_text,annotator_1_label,annotator_2_label,is_disagreement,disagreement_reason,adjudicated_label,adjudication_rationale
ANN_0040,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0041,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9877922032 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0042,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9817734102 वर संपर्क करा.",SCAM,TRANSACTIONAL,True,Annotator 2 viewed toll-free format as potential bank customer care.,SCAM,Lead Auditor confirmed malicious coercive urgency and unverified APK link.
ANN_0043,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0044,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9878227907 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0045,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9850657662: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0046,"Dear Customer, Your SBI Bank account has been blocked today. To unblock and keep active, immediately update KYC: http://sbi-kyc-secure.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0047,Traffic Police: You have a pending e-challan of Rs.1000 on your vehicle. Pay immediately to avoid court notice: http://echallan-parivahan-gov.in.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0048,"Congratulations! Your mobile number has won Rs.25,00,000 in KBC Lucky Draw 2026. Contact lottery manager on WhatsApp at 9816404003 to claim.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0049,"Dear User, Rs.5000 has been sent to your account by mistake. Please refund to UPI ID: refund-help@upi or call 9887809459 immediately.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0050,"Income Tax Department: Your tax refund of Rs.14,250 is approved. Submit your bank account and debit card details to receive amount: http://incometax-refund.link",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0051,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0052,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9826037627 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0053,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9856510960 वर संपर्क करा.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0054,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0055,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9864847136 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0056,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9864710375: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0057,"Dear Customer, Your SBI Bank account has been blocked today. To unblock and keep active, immediately update KYC: http://sbi-kyc-secure.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0058,Traffic Police: You have a pending e-challan of Rs.1000 on your vehicle. Pay immediately to avoid court notice: http://echallan-parivahan-gov.in.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0059,"Congratulations! Your mobile number has won Rs.25,00,000 in KBC Lucky Draw 2026. Contact lottery manager on WhatsApp at 9887633091 to claim.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0060,"Dear User, Rs.5000 has been sent to your account by mistake. Please refund to UPI ID: refund-help@upi or call 9833508102 immediately.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0061,"Income Tax Department: Your tax refund of Rs.14,250 is approved. Submit your bank account and debit card details to receive amount: http://incometax-refund.link",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0062,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0063,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9836365210 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0064,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9896343264 वर संपर्क करा.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0065,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,TRANSACTIONAL,True,Annotator 2 viewed toll-free format as potential bank customer care.,SCAM,Lead Auditor confirmed malicious coercive urgency and unverified APK link.
ANN_0066,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9822707035 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0067,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9876385640: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0068,"Dear Customer, Your SBI Bank account has been blocked today. To unblock and keep active, immediately update KYC: http://sbi-kyc-secure.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0069,Traffic Police: You have a pending e-challan of Rs.1000 on your vehicle. Pay immediately to avoid court notice: http://echallan-parivahan-gov.in.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0070,"Congratulations! Your mobile number has won Rs.25,00,000 in KBC Lucky Draw 2026. Contact lottery manager on WhatsApp at 9866877183 to claim.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0071,"Dear User, Rs.5000 has been sent to your account by mistake. Please refund to UPI ID: refund-help@upi or call 9846635193 immediately.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0072,"Income Tax Department: Your tax refund of Rs.14,250 is approved. Submit your bank account and debit card details to receive amount: http://incometax-refund.link",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0073,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0074,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9859913224 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0075,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9868114585 वर संपर्क करा.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0076,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0077,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9883208492 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0078,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9893831437: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0079,"Dear Customer, Your SBI Bank account has been blocked today. To unblock and keep active, immediately update KYC: http://sbi-kyc-secure.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0080,Traffic Police: You have a pending e-challan of Rs.1000 on your vehicle. Pay immediately to avoid court notice: http://echallan-parivahan-gov.in.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0081,"Congratulations! Your mobile number has won Rs.25,00,000 in KBC Lucky Draw 2026. Contact lottery manager on WhatsApp at 9811079600 to claim.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0082,"Dear User, Rs.5000 has been sent to your account by mistake. Please refund to UPI ID: refund-help@upi or call 9870779108 immediately.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0083,"Income Tax Department: Your tax refund of Rs.14,250 is approved. Submit your bank account and debit card details to receive amount: http://incometax-refund.link",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0084,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0085,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9813379569 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0086,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9899473854 वर संपर्क करा.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0087,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0088,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9830840174 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,TRANSACTIONAL,True,Annotator 2 viewed toll-free format as potential bank customer care.,SCAM,Lead Auditor confirmed malicious coercive urgency and unverified APK link.
ANN_0089,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9826953831: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0090,"Dear Customer, Your SBI Bank account has been blocked today. To unblock and keep active, immediately update KYC: http://sbi-kyc-secure.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0091,Traffic Police: You have a pending e-challan of Rs.1000 on your vehicle. Pay immediately to avoid court notice: http://echallan-parivahan-gov.in.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0092,"Congratulations! Your mobile number has won Rs.25,00,000 in KBC Lucky Draw 2026. Contact lottery manager on WhatsApp at 9873362116 to claim.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0093,"Dear User, Rs.5000 has been sent to your account by mistake. Please refund to UPI ID: refund-help@upi or call 9879397491 immediately.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0094,"Income Tax Department: Your tax refund of Rs.14,250 is approved. Submit your bank account and debit card details to receive amount: http://incometax-refund.link",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0095,Part Time Job: Earn Rs.2000 to Rs.5000 daily working from home just by liking YouTube videos. Contact HR on Telegram: http://t.me/daily_income_jobs,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0096,"Dear Customer, Your credit card is blocked due to suspicious activity. Call support at 9844907127 immediately to verify your identity and card PIN.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0097,"महावितरण: प्रिय ग्राहक, तुमचे वीज बिल रु 850 थकबाकी आहे. आज रात्री वीज पुरवठा खंडित केला जाईल. तात्काळ 9884815222 वर संपर्क करा.",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0098,"प्रिय ग्राहक, आपले बँक खाते तात्काळ ब्लॉक केले जाईल. चालू ठेवण्यासाठी त्वरित केवायसी अपडेट करा: http://sbi-kyc-update.online",SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0099,बिजली विभाग: आपका बिजली बिल बकाया है। कनेक्शन आज रात काट दिया जाएगा। तुरंत 9899132960 पर कॉल करें या भुगतान करें: http://bses-bill-pay.link,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0100,URGENT: Electricity power will be disconnected tonight at 9:30 PM due to unpaid bill of Rs.850. Call electricity officer immediately at 9857685442: http://bit.ly/msedcl-bill.apk,SCAM,SCAM,False,N/A,SCAM,Unanimous agreement on semantic intent and regulatory header.
ANN_0101,Your OTP for HDFC Bank NetBanking login is 924926. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0102,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX9967 on 31-Aug-26 (UPI Ref REF54653148). Balance: INR 8,450.00.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0103,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX9808 by UPI Ref REF33151417 from VARUN PRAKASH (VPA: user84@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0104,Your Swiggy order #REF60234072 is out for delivery. Share delivery PIN 631831 with delivery partner. Track: https://swiggy.com/track,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0105,"MSEDCL Bill Alert: Bill of Rs.1,240 for Consumer No. REF12640328 due on 15-Sep-26. Pay online at https://mahadiscom.in to avoid late fee.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0106,Your Jio number 9867658082 has been recharged with Rs.299 plan. Validity: 28 days. High speed data: 1.5GB/day.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0107,"Indian Railways: PNR REF72976036, Train 12952, Coach B3, Berth 24 (Confirmed). Charting done. Happy journey!",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0108,"Dear Customer, Your monthly statement for Axis Bank Credit Card ending XX3914 is generated. Total due: Rs.5,420. Due date: 10-Sep.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0109,"प्रिय ग्राहक, महावितरण वीज बिल रु 1,240 यशस्वीरित्या भरले गेले आहे. पावती क्रमांक: REF69946863.",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0110,एसबीआई ऑनलाइन बैंकिंग के लिए आपका ओटीपी 219180 है। यह किसी के साथ साझा न करें।,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0111,Your OTP for HDFC Bank NetBanking login is 295004. Valid for 10 minutes. Do not share with anyone.,TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
ANN_0112,"An amount of INR 1,500.00 has been debited from your Kotak Bank A/c XX1717 on 31-Aug-26 (UPI Ref REF98132318). Balance: INR 8,450.00.",TRANSACTIONAL,PROMOTIONAL,True,Annotator 2 flagged inclusion of optional service upgrade link.,TRANSACTIONAL,Lead Auditor confirmed core message was a verified debit/credit transaction confirmation.
ANN_0113,"Dear Customer, Rs.48000.00 has been credited to your HDFC Bank account XX6486 by UPI Ref REF99268367 from VARUN PRAKASH (VPA: user78@bank).",TRANSACTIONAL,TRANSACTIONAL,False,N/A,TRANSACTIONAL,Unanimous agreement on semantic intent and regulatory header.
