text,category,label_id,language,clean_text,template_hash,template_sig,source,timestamp,is_synthetic,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count
"ARRIVING: Blue Dart will deliver your shipment TODAY.Track https://acl.cc/BLUDRT/mp29y5ny .Be cautious of spam from unknown numbers. Avoid sharing information or clicking links, except from confirmed Blue Dart official numbers.",TRANSACTIONAL,1,hinglish,ARRIVING Blue Dart will deliver your shipment TODAY Track httpurl https acl cc bludrt mp29y5ny Be cautious of spam from unknown numbers Avoid sharing information or clicking links except from confirmed Blue Dart official numbers,3493ce6393b86bd2,3493ce6393b86bd2,user_dataset_384,2026-08-15,False,227.0,35.0,0.013215859030837005,0.0,0.05286343612334802,1.0,0.0,0.0,0.0,0.0,0.0
Ü neva tell me how i noe... I'm not at home in da aft wat...,PERSONAL,0,en,Ü neva tell me how i noe I m not at home in da aft wat,6100146b038106ce,6100146b038106ce,dataset_5971_real,2026-08-01,False,60.0,16.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
i am going to bed now prin,PERSONAL,0,en,i am going to bed now prin,3edf167f6e0cd1d4,3edf167f6e0cd1d4,dataset_5971_real,2026-08-01,False,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What you doing?how are you?,PERSONAL,0,en,What you doing how are you,60d743bcbe571260,60d743bcbe571260,dataset_5971_real,2026-08-01,False,27.0,6.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0
I am literally in bed and have been up for like  &lt;#&gt;  hours,TRANSACTIONAL,1,en,I am literally in bed and have been up for like lt gt hours,a50f9e170cfe0b03,a50f9e170cfe0b03,dataset_5971_real,2026-08-01,False,65.0,14.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,PERSONAL,0,en,Friendship poem Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear Gud ni8,3060415affb6afec,3060415affb6afec,dataset_5971_real,2026-08-01,False,127.0,29.0,0.007874015748031496,0.0,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",TRANSACTIONAL,1,en,Japanese Proverb If one Can do it U too Can do it If none Can do it U must do it Indian version If one Can do it LET HIM DO it If none Can do it LEAVE it And finally Kerala version If one can do it Stop him doing it If none can do it Make a strike against it,398ffc4b79d78920,398ffc4b79d78920,dataset_5971_real,2026-08-01,False,276.0,62.0,0.0,2.0,0.06884057971014493,0.0,0.0,0.0,0.0,0.0,0.0
"House-Maid is the murderer, because the man was murdered on  26th January.. As public holiday all govt.instituitions are closed,including post office..",PERSONAL,0,en,House Maid is the murderer because the man was murdered on 26th January As public holiday all httpurl govt in stituitions are closed including post office,2ecfcb2236794eda,2ecfcb2236794eda,dataset_5971_real,2026-08-01,False,151.0,26.0,0.013245033112582781,0.0,0.052980132450331126,1.0,0.0,0.0,0.0,0.0,0.0
INR 400 spent on Kotak Credit A/c <ACCT> on 15-Mar-2026 at UPI-<PHONE>-Q8940. Avl limit INR 4553.22 Fraud? https://kotak.bank.in/KBANKT/CCTXN,TRANSACTIONAL,1,en,INR 400 spent on Kotak Credit A c ACCT on 15 Mar 2026 at UPI PHONE Q8940 Avl limit INR 4553 22 Fraud httpurl https kotak bank in kbankt cctxn,246c41553c70a810,246c41553c70a810,user_dataset_384,2026-08-15,False,141.0,30.0,0.1347517730496454,0.0,0.1347517730496454,1.0,0.0,2.0,0.0,0.0,0.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",PERSONAL,0,en,Night has ended for another day morning has come in a special way May you smile like the sunny rays and leaves your worries at the blue blue bay Gud mrng,9a346baafee476a4,9a346baafee476a4,dataset_5971_real,2026-08-01,False,156.0,31.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0
Check with nuerologist.,PERSONAL,0,en,Check with nuerologist,1ca25be3131dd692,1ca25be3131dd692,dataset_5971_real,2026-08-01,False,23.0,3.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
"Yeah, probably earlier than that",PERSONAL,0,en,Yeah probably earlier than that,6bd30f4871b0b824,6bd30f4871b0b824,dataset_5971_real,2026-08-01,False,32.0,5.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,PERSONAL,0,en,Yup i thk cine is better cos no need 2 go down 2 plaza mah,76c45575cdf31a86,76c45575cdf31a86,dataset_5971_real,2026-08-01,False,59.0,15.0,0.03389830508474576,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0
Dude im no longer a pisces. Im an aquarius now.,PERSONAL,0,en,Dude im no longer a pisces Im an aquarius now,ca46d843fd9d17c0,ca46d843fd9d17c0,dataset_5971_real,2026-08-01,False,47.0,10.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,PERSONAL,0,en,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON C,4fedfe4694c73306,4fedfe4694c73306,dataset_5971_real,2026-08-01,False,107.0,26.0,0.028037383177570093,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0
There the size of elephant tablets & u shove um up ur ass!!,PERSONAL,0,en,There the size of elephant tablets u shove um up ur ass,05bdbc5105b905cd,05bdbc5105b905cd,dataset_5971_real,2026-08-01,False,59.0,12.0,0.0,2.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0
You tell what happen dont behave like this to me. Ok no need to say,PERSONAL,0,en,You tell what happen dont behave like this to me Ok no need to say,39bfff3b9593ab69,39bfff3b9593ab69,dataset_5971_real,2026-08-01,False,67.0,15.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),TRANSACTIONAL,1,en,If u laugh really loud If u talk spontaneously If u dont care what others feel U are probably with your dear amp best friends GOODEVENING Dear,28debdca1ace5f95,28debdca1ace5f95,dataset_5971_real,2026-08-01,False,156.0,27.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.0,0.0,0.0,0.0
They finally came to fix the ceiling.,PERSONAL,0,en,They finally came to fix the ceiling,ea56aa5efae13761,ea56aa5efae13761,dataset_5971_real,2026-08-01,False,37.0,7.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.,PERSONAL,0,en,I wnt to buy a BMW car urgently its vry urgent but hv a shortage of 2 Lacs there is no source to arrange this amount,97e902bce7806237,97e902bce7806237,dataset_5971_real,2026-08-01,False,119.0,26.0,0.008403361344537815,0.0,0.04201680672268908,0.0,0.0,0.0,1.0,0.0,0.0
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time <PHONE> JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,SCAM,3,hinglish,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time PHONE JANINExx Calls£1 minMobsmoreLKPOBOX177HP51FL,f0f542b4092abbe4,f0f542b4092abbe4,dataset_5971_real,2026-08-01,False,155.0,26.0,0.05161290322580645,0.0,0.025806451612903226,0.0,0.0,1.0,0.0,0.0,0.0
Gud mrng dear hav a nice day,PERSONAL,0,en,Gud mrng dear hav a nice day,c6d3cc6495f4f0b0,c6d3cc6495f4f0b0,dataset_5971_real,2026-08-01,False,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mah b, I'll pick it up tomorrow",PERSONAL,0,en,Mah b I ll pick it up tomorrow,f70d28c3873df710,f70d28c3873df710,dataset_5971_real,2026-08-01,False,31.0,8.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0
Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award. If your number matches call <PHONE> to receive your £350 award.,SCAM,3,en,Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award If your number matches call PHONE to receive your £350 award,60b529ad1fdc020b,60b529ad1fdc020b,dataset_5971_real,2026-08-01,False,144.0,25.0,0.06944444444444445,0.0,0.041666666666666664,0.0,0.0,2.0,0.0,0.0,0.0
"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.comto claim your prize! You have 24 hours to claim",SCAM,3,en,Congratulations Your entry into our contest last month made you a WINNER Goto httpurl http www apple com text won comto claim your prize You have 24 hours to claim,0ef6fd195f8df379,0ef6fd195f8df379,dataset_5971_real,2026-08-01,False,160.0,30.0,0.0125,2.0,0.06875,1.0,0.0,0.0,0.0,0.0,0.0
Good evening! How are you?,PERSONAL,0,en,Good evening How are you,8bd56647f55eaaad,8bd56647f55eaaad,dataset_5971_real,2026-08-01,False,26.0,5.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,PROMOTIONAL,2,en,WOT STUDENT DISCOUNT CAN U GET ON BOOKS,9e0a1960fef29df9,9e0a1960fef29df9,dataset_5971_real,2026-08-01,False,40.0,8.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
No..jst change tat only..,PERSONAL,0,en,No jst change tat only,8d23280c47d7afa2,8d23280c47d7afa2,dataset_5971_real,2026-08-01,False,25.0,5.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
"Dear Customer, Thank you for using the 811 Mobile App. Do take a few moments to share your experience. Click https://cka.nu/KOTAKB/qXCFWVH8 . Kotak Bank.",TRANSACTIONAL,1,hinglish,Dear Customer Thank you for using the 811 Mobile App Do take a few moments to share your experience Click httpurl https cka nu kotakb qxcfwvh8 Kotak Bank,4d67f614c590fcfb,4d67f614c590fcfb,user_dataset_384,2026-08-15,False,153.0,28.0,0.026143790849673203,0.0,0.0718954248366013,1.0,0.0,0.0,0.0,0.0,0.0
K come to nordstrom when you're done,PERSONAL,0,en,K come to nordstrom when you re done,30e3c7112d62878d,30e3c7112d62878d,dataset_5971_real,2026-08-01,False,36.0,8.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",PERSONAL,0,en,Imagine you finally get to sink into that bath after I have put you through your paces maybe even having you eat me for a while before I left But also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you Enjoy my cuck,89263b023dfb2db2,89263b023dfb2db2,dataset_5971_real,2026-08-01,False,281.0,54.0,0.0,0.0,0.03202846975088968,0.0,0.0,0.0,0.0,0.0,0.0
"Well, i'm gonna finish my bath now. Have a good...fine night.",TRANSACTIONAL,1,en,Well i m gonna finish my bath now Have a good fine night,920ee80413a10fcd,920ee80413a10fcd,dataset_5971_real,2026-08-01,False,61.0,13.0,0.0,0.0,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0
How much you got for cleaning,PERSONAL,0,en,How much you got for cleaning,790252d08a6526af,790252d08a6526af,dataset_5971_real,2026-08-01,False,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No that just means you have a fat head,PERSONAL,0,en,No that just means you have a fat head,ef176a972d897cf5,ef176a972d897cf5,dataset_5971_real,2026-08-01,False,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DO NOT B LATE LOVE MUM,PERSONAL,0,en,DO NOT B LATE LOVE MUM,8a44127d5fd04c09,8a44127d5fd04c09,dataset_5971_real,2026-08-01,False,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",TRANSACTIONAL,1,hinglish,Good evening Sir hope you are having a nice day I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a lt gt charge I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end Can you please help Thank you for everything,e03b229716572560,e03b229716572560,dataset_5971_real,2026-08-01,False,482.0,100.0,0.0,0.0,0.03112033195020747,0.0,0.0,0.0,0.0,0.0,0.0
"I'm outside islands, head towards hard rock and you'll run into me",PERSONAL,0,en,I m outside islands head towards hard rock and you ll run into me,5eef12e6f4b7030a,5eef12e6f4b7030a,dataset_5971_real,2026-08-01,False,66.0,14.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
How would my ip address test that considering my computer isn't a minecraft server,PERSONAL,0,en,How would my ip address test that considering my computer isn t a minecraft server,3623155147b0aab2,3623155147b0aab2,dataset_5971_real,2026-08-01,False,82.0,15.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0
"Property Bhi Aapki Rent Bhi Aapka, Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee, Noida Cont.<PHONE>",PROMOTIONAL,2,hinglish,Property Bhi Aapki Rent Bhi Aapka Invest Rs 17k Lacs in Fully Furnished Office Spaces Earn Rs 17k per Month Wid Bank Guarantee Noida Cont PHONE,1f755167dcec4b13,1f755167dcec4b13,dataset_5971_real,2026-08-01,False,149.0,26.0,0.026845637583892617,0.0,0.040268456375838924,0.0,0.0,2.0,0.0,0.0,0.0
Teach me apps da. When you come to college.,PERSONAL,0,en,Teach me apps da When you come to college,13ccbe328635c6e2,13ccbe328635c6e2,dataset_5971_real,2026-08-01,False,43.0,9.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0
I will reach before ten morning,PERSONAL,0,en,I will reach before ten morning,fd8ffc22dfb7cd9e,fd8ffc22dfb7cd9e,dataset_5971_real,2026-08-01,False,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,PERSONAL,0,en,R U SAM P IN EACHOTHER IF WE MEET WE CAN GO 2 MY HOUSE,f9b8c8edefb270e0,f9b8c8edefb270e0,dataset_5971_real,2026-08-01,False,56.0,15.0,0.017857142857142856,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,PERSONAL,0,en,Tessy pls do me a favor Pls convey my birthday wishes to Nimya pls dnt forget it Today is her birthday Shijas,812bb50ef4c1f43b,812bb50ef4c1f43b,dataset_5971_real,2026-08-01,False,113.0,22.0,0.0,0.0,0.05309734513274336,0.0,0.0,0.0,0.0,0.0,0.0
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,PROMOTIONAL,2,en,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 get FREE access for 24 hrs then chrgd 50p per day txt Stop 2exit This msg is free,378405e381a6b229,378405e381a6b229,dataset_5971_real,2026-08-01,False,152.0,30.0,0.07236842105263158,0.0,0.019736842105263157,0.0,0.0,0.0,0.0,0.0,0.0
"Yes, my reg is  Ciao!",PERSONAL,0,en,Yes my reg is Ciao,698d1f585e99584e,698d1f585e99584e,dataset_5971_real,2026-08-01,False,21.0,5.0,0.0,1.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),TRANSACTIONAL,1,en,My superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it,40bf3e3951c70dd2,40bf3e3951c70dd2,dataset_5971_real,2026-08-01,False,155.0,29.0,0.0,0.0,0.03870967741935484,0.0,0.0,0.0,0.0,0.0,0.0
"Maybe westshore or hyde park village, the place near my house?",PERSONAL,0,en,Maybe westshore or hyde park village the place near my house,187bde1d2e71c0f4,187bde1d2e71c0f4,dataset_5971_real,2026-08-01,False,62.0,11.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,PERSONAL,0,en,Wat so late still early mah Or we juz go 4 dinner lor Aiya i dunno,6332a132a73c2810,6332a132a73c2810,dataset_5971_real,2026-08-01,False,71.0,16.0,0.014084507042253521,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.0,0.0
If you have belive me. Come to my home.,PERSONAL,0,en,If you have belive me Come to my home,fb919f510af43b4b,fb919f510af43b4b,dataset_5971_real,2026-08-01,False,39.0,9.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
Ok. Very good. Its all about making that money.,PERSONAL,0,hinglish,Ok Very good Its all about making that money,f69bcd45e1e5a207,f69bcd45e1e5a207,dataset_5971_real,2026-08-01,False,47.0,9.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0
Ok lor but not too early. Me still having project meeting now.,PERSONAL,0,en,Ok lor but not too early Me still having project meeting now,7e963901915cf591,7e963901915cf591,dataset_5971_real,2026-08-01,False,62.0,12.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple Ref <REF>://verifyapple.uk Apple Inc,SCAM,3,en,Apple ID BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today Prevent this by confirming your Apple Ref REF httpurl verifyapple uk Apple Inc,1a220a2970df38ce,1a220a2970df38ce,dataset_5971_real,2026-08-01,False,158.0,26.0,0.012658227848101266,0.0,0.056962025316455694,1.0,0.0,0.0,0.0,0.0,0.0
Hmmm.but you should give it on one day..,PERSONAL,0,en,Hmmm but you should give it on one day,7501acef9dffc3aa,7501acef9dffc3aa,dataset_5971_real,2026-08-01,False,40.0,9.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0
"Sorry, not now",PERSONAL,0,en,Sorry not now,1df2a11c2dae25f1,1df2a11c2dae25f1,dataset_5971_real,2026-08-01,False,14.0,3.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
Stop the story. I've told him i've returned it and he's saying i should not re order it.,TRANSACTIONAL,1,en,Stop the story I ve told him i ve returned it and he s saying i should not re order it,dc6ded94625ea224,dc6ded94625ea224,dataset_5971_real,2026-08-01,False,88.0,21.0,0.0,0.0,0.056818181818181816,0.0,0.0,0.0,0.0,0.0,0.0
I have to take exam with march 3,PERSONAL,0,en,I have to take exam with march 3,be5a64d59b62bec7,be5a64d59b62bec7,dataset_5971_real,2026-08-01,False,32.0,8.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Those were my exact intentions,PERSONAL,0,en,Those were my exact intentions,b9bd0e9b73e19d69,b9bd0e9b73e19d69,dataset_5971_real,2026-08-01,False,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,PERSONAL,0,en,Going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe,3c6af51a22e3c6b2,3c6af51a22e3c6b2,dataset_5971_real,2026-08-01,False,142.0,24.0,0.0,0.0,0.02112676056338028,0.0,0.0,0.0,0.0,0.0,0.0
"प्रिय ग्राहक, आपका एसबीआई बैंक खाता आज ब्लॉक हो जाएगा। चालू रखने के लिए तुरंत केवाईसी अपडेट करें: http://sbi-secure-kyc.in",SCAM,3,hi,प्रिय ग्राहक आपका एसबीआई बैंक खाता आज ब्लॉक हो जाएगा। चालू रखने के लिए तुरंत केवाईसी अपडेट करें httpurl http sbi secure kyc in,b5edbea5781e4015,b5edbea5781e4015,user_dataset_384,2026-08-20,False,122.0,24.0,0.0,0.0,0.30327868852459017,1.0,0.0,0.0,0.0,1.0,0.0
"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link nowhttp://goo.gle/xxxx",SCAM,3,hinglish,Collect 100 points get 14 500 Pokecoins for Pokemon Gol by clicking this link now httpurl http goo gle xxxx,cc5b779116375c20,cc5b779116375c20,dataset_5971_real,2026-08-01,False,102.0,20.0,0.0784313725490196,0.0,0.0784313725490196,1.0,0.0,0.0,0.0,0.0,0.0
Ok. Me watching tv too.,PERSONAL,0,en,Ok Me watching tv too,bc3ce8b2b0411b85,bc3ce8b2b0411b85,dataset_5971_real,2026-08-01,False,23.0,5.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,SCAM,3,en,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to 84199 NOW Opt out txt ENG STOP Box39822 W111WX £1 50,2c3471b8868196b5,2c3471b8868196b5,dataset_5971_real,2026-08-01,False,155.0,30.0,0.1032258064516129,3.0,0.04516129032258064,0.0,0.0,1.0,0.0,0.0,0.0
Except theres a chick with huge boobs.,PERSONAL,0,en,Except theres a chick with huge boobs,fb5d23f761a9cffe,fb5d23f761a9cffe,dataset_5971_real,2026-08-01,False,38.0,7.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
All e best 4 ur driving tmr :-),PERSONAL,0,en,All e best 4 ur driving tmr,52cede3a05cc2ee6,52cede3a05cc2ee6,dataset_5971_real,2026-08-01,False,31.0,7.0,0.03225806451612903,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",TRANSACTIONAL,1,en,Yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,420580c4740f6068,420580c4740f6068,dataset_5971_real,2026-08-01,False,99.0,20.0,0.0,1.0,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,TRANSACTIONAL,1,en,Let me know how it changes in the next 6hrs It can even be appendix but you are out of that age range However its not impossible So just chill and let me know in 6hrs,95dccc31e8ae810e,95dccc31e8ae810e,dataset_5971_real,2026-08-01,False,169.0,36.0,0.011834319526627219,0.0,0.01775147928994083,0.0,0.0,0.0,0.0,0.0,0.0
"Hi 811 Customer, Congratulations! Your Rs.250* Gift voucher ryCbeVqM is waiting to be claimed. Avail now https://1.kotak.bank.in/KOTAKB/W234nM T&C",PROMOTIONAL,2,en,Hi 811 Customer Congratulations Your Rs 250 Gift voucher ryCbeVqM is waiting to be claimed Avail now httpurl https kotak bank in kotakb w234nm T C,1728f17dac242be4,1728f17dac242be4,user_dataset_384,2026-08-15,False,146.0,26.0,0.0684931506849315,1.0,0.0958904109589041,1.0,0.0,1.0,0.0,0.0,0.0
