source,text,category,is_synthetic,clean_text,label_id,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count
Dataset_5971,It's urgent please Contact me for an UNCLAIMED BEQUEST PAYMENT as the Assigned BENEFICIARY VIA EMAIL infogfreeman@gmail.com Regards Gordon,transactional,False,it's urgent please contact me for an unclaimed bequest payment as the assigned beneficiary via email infogfreeman@ gmail com regards gordon,1,138.0,21.0,0.0,0.0,0.021739130434782608,1.0,0.0,0.0,1.0,0.0,0.0
Dataset_5971,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",promotional,False,"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088",2,161.0,30.0,0.049689440993788817,1.0,0.031055900621118012,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,personal,False,this is hoping you enjoyed your game yesterday. sorry i've not been in touch but pls know that you are fondly bein thot off. have a great week. abiola,0,150.0,29.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,personal,False,i cant keep talking to people if am not sure i can pay them if they agree to price. so pls tell me what you want to really buy and how much you are willing to pay,0,162.0,37.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",promotional,False,"we know someone who you know that fancies you. call phonenumber to find out who. pobox 6, ls15hb 150p",2,101.0,19.0,0.16831683168316833,0.0,0.0297029702970297,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Wat time do u wan 2 meet me later?,personal,False,wat time do u wan 2 meet me later?,0,34.0,9.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I've reached already.,personal,False,i've reached already.,0,21.0,3.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,personal,False,i will cme i want to go to hos 2morow. after that i wil cme. this what i got from her dear what to do. she didnt say any time,0,125.0,30.0,0.008,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"It‘s £6 to get in, is that ok?",personal,False,"it‘s £6 to get in, is that ok?",0,30.0,8.0,0.03333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,personal,False,this is the 2nd time we have tried to contact u. u have won the £1450 prize to claim just call phonenumber b4 310303. t&cs/stop sms phonenumber . 140ppm,0,151.0,29.0,0.24503311258278146,0.0,0.039735099337748346,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,"	449050000301 You have won a £2,000 price! To claim, call 09050000301.",personal,False,"phonenumber you have won a £2,000 price! to claim, call phonenumber .",0,70.0,12.0,0.38571428571428573,1.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,I am going to try for 2 months ha ha only joking,personal,False,i am going to try for 2 months ha ha only joking,0,48.0,12.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Well i know Z will take care of me. So no worries.,personal,False,well i know z will take care of me. so no worries.,0,50.0,12.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,transactional,False,love has one law; make happy the person you love. in the same way friendship has one law; never make ur friend feel alone until you are alive.... gud night,1,155.0,30.0,0.0,0.0,0.04516129032258064,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Miss ya, need ya, want ya, love ya.",personal,False,"miss ya, need ya, want ya, love ya.",0,35.0,8.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Wish u many many returns of the day.. Happy birthday vikky..,personal,False,wish u many many returns of the day.. happy birthday vikky..,0,60.0,11.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"I'm in a meeting, call me later at 4",personal,False,"i'm in a meeting, call me later at 4",0,36.0,9.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Property Bhi Aapki Rent Bhi Aapka, Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee, Noida Cont.9990584817",promotional,False,"property bhi aapki rent bhi aapka, invest rs 17k lacs in fully furnished office spaces & earn rs 17k per month wid bank guarantee, noida cont. phonenumber",2,152.0,27.0,0.09210526315789473,0.0,0.02631578947368421,0.0,1.0,2.0,0.0,0.0,0.0
Dataset_5971,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",transactional,False,"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj",1,159.0,22.0,0.1320754716981132,0.0,0.07547169811320754,0.0,0.0,1.0,1.0,0.0,0.0
Dataset_5971,Eatin my lunch...,personal,False,eatin my lunch...,0,17.0,3.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"You aren't coming home between class, right? I need to work out and shower!",personal,False,"you aren't coming home between class, right? i need to work out and shower!",0,75.0,14.0,0.0,1.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,personal,False,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,0,84.0,15.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,You tell what happen dont behave like this to me. Ok no need to say,personal,False,you tell what happen dont behave like this to me. ok no need to say,0,67.0,15.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Kallis wont bat in 2nd innings.,personal,False,kallis wont bat in 2nd innings.,0,31.0,6.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Yes when is the appt again?,personal,False,yes when is the appt again?,0,27.0,6.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",transactional,False,"one of best dialogue in cute reltnship..!! ""wen i die, dont come near my body..!! bcoz my hands may not come 2 wipe ur tears off that time..!gud ni8",1,148.0,29.0,0.013513513513513514,5.0,0.08783783783783784,0.0,0.0,1.0,0.0,0.0,0.0
user_sms_data,"डेटा वापर अलर्ट!
आपण 03-Apr-26 21:29 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",transactional,False,डेटा वापर अलर्ट! आपण 03-apr-26 21:29 ला दररोजच्या डेटापैकी 50% वापर केला आहे! jio नंबर: phonenumber % डेटा कोटा: 2 gb डेटा बचत टिप्ससाठी: tiny jio com savingmr डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: tiny jio com mobile,1,234.0,38.0,0.09829059829059829,2.0,0.26495726495726496,1.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Lol ok your forgiven :),personal,False,lol ok your forgiven :),0,23.0,5.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Captain vijaykanth is doing comedy in captain tv..he is drunken :),personal,False,captain vijaykanth is doing comedy in captain tv he is drunken :),0,66.0,12.0,0.0,0.0,0.06060606060606061,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Wah lucky man... Then can save money... Hee...,personal,False,wah lucky man... then can save money... hee...,0,46.0,8.0,0.0,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),personal,False,height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-),0,149.0,24.0,0.0,1.0,0.0738255033557047,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,personal,False,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,112.0,25.0,0.0,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ü give me some time to walk there.,personal,False,ü give me some time to walk there.,0,34.0,8.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Well its not like you actually called someone a punto. That woulda been worse.,transactional,False,well its not like you actually called someone a punto. that woulda been worse.,1,78.0,14.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Haven't left yet so probably gonna be here til dinner,personal,False,haven't left yet so probably gonna be here til dinner,0,53.0,10.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",promotional,False,"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 cnupdates com newsletter unsubscribe from alerts reply with the word out",2,155.0,26.0,0.0064516129032258064,0.0,0.03870967741935484,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",transactional,False,"kind of. just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",1,106.0,22.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,If you're thinking of lifting me one then no.,personal,False,if you're thinking of lifting me one then no.,0,45.0,9.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,personal,False,good day to you too pray for me remove the teeth as its painful maintaining other stuff.,0,88.0,17.0,0.0,0.0,0.03409090909090909,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Hi.what you think about match?,personal,False,hi what you think about match?,0,30.0,6.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Have a good evening! Ttyl,personal,False,have a good evening! ttyl,0,25.0,5.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Am only searching for good dual sim mobile pa.,personal,False,am only searching for good dual sim mobile pa.,0,46.0,9.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,personal,False,u r too much close to my heart. if u go away i will be shattered. plz stay with me.,0,83.0,20.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I'll be at mu in like  &lt;#&gt;  seconds,personal,False,i'll be at mu in like &lt;#&gt; seconds,0,41.0,8.0,0.0,0.0,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,I accidentally brought em home in the box,personal,False,i accidentally brought em home in the box,0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,So u workin overtime nigpun?,personal,False,so u workin overtime nigpun?,0,28.0,5.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,And by when you're done I mean now,personal,False,and by when you're done i mean now,0,34.0,8.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,No go. No openings for that room 'til after thanksgiving without an upcharge.,personal,False,no go. no openings for that room 'til after thanksgiving without an upcharge.,0,77.0,13.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),personal,False,1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom u care..:-),0,154.0,21.0,0.03896103896103896,0.0,0.11688311688311688,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",personal,False,"the &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for &lt;#&gt; and with 3g for &lt;#&gt; . that's why i blanked him.",0,143.0,29.0,0.006993006993006993,0.0,0.13286713286713286,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,personal,False,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on phonenumber from landline datebox1282essexcm61xn 150p/min 18,0,156.0,25.0,0.14102564102564102,2.0,0.02564102564102564,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Jay says that you're a double-faggot,personal,False,jay says that you're a double-faggot,0,36.0,6.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Its ok chikku, and its my 1 of favourite song..:-)",personal,False,"its ok chikku, and its my 1 of favourite song..:-)",0,50.0,10.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,personal,False,you have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). its a legitimat efreefone number wat do u think???,0,162.0,31.0,0.09259259259259259,0.0,0.08024691358024691,0.0,0.0,0.0,0.0,0.0,0.0
user_sms_data,"Hi, your JioHotstar verification code is 3499",transactional,False,"hi, your jiohotstar verification code is 3499",1,45.0,7.0,0.08888888888888889,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent Pls reply..,personal,False,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent pls reply..,0,83.0,16.0,0.060240963855421686,0.0,0.0963855421686747,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,It took Mr owl 3 licks,personal,False,it took mr owl 3 licks,0,22.0,6.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"I'm not coming over, do whatever you want",personal,False,"i'm not coming over, do whatever you want",0,41.0,8.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"K, I might come by tonight then if my class lets out early",personal,False,"k, i might come by tonight then if my class lets out early",0,58.0,13.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,"Awesome, text me when you're restocked",personal,False,"awesome, text me when you're restocked",0,38.0,6.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201,promotional,False,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: phonenumber,2,118.0,20.0,0.1864406779661017,0.0,0.05084745762711865,0.0,1.0,0.0,0.0,0.0,0.0
Dataset_5971,Taka lor. Wat time u wan 2 come n look 4 us?,personal,False,taka lor. wat time u wan 2 come n look 4 us?,0,44.0,12.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Ok pa. Nothing problem:-),personal,False,ok pa. nothing problem:-),0,25.0,4.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,personal,False,hey hun-onbus goin 2 meet him. he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home!but hes sweet latelyxxx,0,133.0,28.0,0.03007518796992481,1.0,0.022556390977443608,0.0,0.0,0.0,0.0,0.0,0.0
Dataset_5971,	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,promotional,False,summers finally here! fancy a chat or flirt with sexy singles in yr area? to get matched up just reply summer now. free 2 join. optout txt stop help phonenumber,2,160.0,30.0,0.075,1.0,0.025,0.0,1.0,1.0,0.0,0.0,0.0
Dataset_5971,"Hm good morning, headache anyone? :-)",personal,False,"hm good morning, headache anyone? :-)",0,37.0,6.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0
