message_id,sender_number,category,message_text,service,is_from_me,timestamp
12810,JX-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Drtai4sQr,SMS,0,2026-04-28 19:30:05
12809,+919898350662,transactional,"Dear Customer, You have a missed call from +919898350662 The last missed call was at 07:09 PM on 28-Apr-2026 Thankyou, Team Jio.",SMS,0,2026-04-28 19:09:25
12812,CP-axioFS-S,transactional,"Alert!! Non-payment of Pay Later dues will negatively impact your CIBIL score. Pay dues of Rs.2,496 here https://u.axio.ac/axo/mHdxfCrARWHorVM -axio",SMS,0,2026-04-28 14:38:28
12800,VA-KOTAKB-P,promotional,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XO20_m T&C",SMS,0,2026-04-28 11:04:42
12764,JM-KOTAKB-S,transactional,Renewed Kotak Debit Card will be sent to address with PIN-421001. Click https://1.kotak.bank.in/KOTAKB/XOr5xM to opt out by 16-May-26. Change address on Mobile App.,SMS,0,2026-04-28 08:34:42
12760,JD-ZEPTON-S,transactional,"Dear Customer,
Thank you for ordering from Zepto. Your order is about to be delivered! Share OTP code 9979 with the delivery agent to confirm receipt.",SMS,0,2026-04-27 21:09:01
12749,JM-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DqYD9ukus,SMS,0,2026-04-27 18:00:12
12748,JX-MSEDCL-S,transactional,"Dear Consumer (021510654321), we regret to inform that you may face power failure from 28-04-26 08:00 AM to 01:00 PM in your area due to Maintenance.MSEDCL",SMS,0,2026-04-27 17:29:39
12746,JK-KOTAKB-S,transactional,Apr-2026 statement for Kotak Credit Card X8328 Total Due: INR 23611.44 Min Due: INR 1516.21 Due date: 16-May-2026. Pay at https://13.kotak.bank.in/KOTAKB/e/XNujHw,SMS,0,2026-04-26 23:52:24
12743,JZ-JioPay-S,transactional,"डेटा वापर अलर्ट!
आपण 26-Apr-26 22:19 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",SMS,0,2026-04-26 22:19:25
12742,JZ-JioPay-S,transactional,"Data usage Alert!
50% of your daily data used as of 26-Apr-26 22:19
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",SMS,0,2026-04-26 22:19:24
12737,JX-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DquhbjJtO,SMS,0,2026-04-26 19:02:15
12736,JX-Kotakb-S,transactional,Important! Overlimit Fee of INR 500   GST 18% charged to your Kotak Credit Card x8328 as outstanding has exceeded the credit limit. T&C apply,SMS,0,2026-04-26 09:26:31
12724,JZ-NDMAEW-G,transactional,"पुढील ३ तासात आपल्या जिल्ह्यात काही ठिकाणी हलक्या पावसाच्या सरी, काही भागांमध्ये सोसाट्याच्या वाऱ्यासह मेघगर्जना/विजांचा कडकडाट होण्याची दाट शक्यता आहे. मंत्रालय, मुंबई.",SMS,0,2026-04-25 21:57:59
12723,JD-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DpZW0p0fQ,SMS,0,2026-04-25 19:20:38
12722,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-25 18:45:26
12721,JD-KOTAKB-S,transactional,Received Rs.15.00 in your Kotak Bank AC X2056 from 9371016801@ptyes on 25-04-26.UPI Ref:204771883064.,SMS,0,2026-04-25 17:57:23
12720,JK-TITNWO-P,promotional,"Hi Khushal, the right watch changes everything. Discover yours at Titan World, https://m.tneu.in/TITNWO/P2M2knn
 today. T&C Apply.",SMS,0,2026-04-25 11:54:44
12719,VA-KOTAKB-P,promotional,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XM1myx T&C",SMS,0,2026-04-25 11:42:15
12685,JD-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DpvKeKypx,SMS,0,2026-04-24 19:52:14
12684,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-24 18:45:24
12676,VM-SUBWAY-P,promotional,Your fav Subs are waiting! Get 30% OFF on 399 at Subway. Code: xepzf77epw. Valid till 28 Apr. Visit Now. TnC,SMS,0,2026-04-24 17:07:08
12605,JK-KOTAKB-P,promotional,"Hi Kotak811 customer, earn cashback up to Rs.700 on Rs.50,000 spends with your Dream Different Credit Card till 30th Apr '26. T&C https://1.kotak.bank.in/KOTAKB/XLa_EZ",SMS,0,2026-04-24 10:23:22
12574,JZ-JioPay-S,transactional,"डेटा वापर अलर्ट!
आपण 23-Apr-26 20:55 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",SMS,0,2026-04-23 20:55:51
12573,JZ-JioPay-S,transactional,"Data usage Alert!
50% of your daily data used as of 23-Apr-26 20:55
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",SMS,0,2026-04-23 20:55:49
12572,JX-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DoZp0Hwp5,SMS,0,2026-04-23 19:49:18
12569,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-23 18:45:58
12533,JD-KOTAKB-P,promotional,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XKddCU T&C",SMS,0,2026-04-23 11:55:31
12529,JX-KOTAKD-S,transactional,"Hi MAYA, Electricity bill for May generated. Amount Rs. 5,670 is due on 12-May-2026. Pay now https://kotk.in/KOTAKD/EbTubf - Kotak811 T&C",SMS,0,2026-04-23 01:55:59
12528,JZ-JioPay-S,transactional,"डेटा वापर अलर्ट!
आपण 22-Apr-26 23:49 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",SMS,0,2026-04-22 23:49:23
12527,JZ-JioPay-S,transactional,"Data usage Alert!
50% of your daily data used as of 22-Apr-26 23:49
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",SMS,0,2026-04-22 23:49:22
12450,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-22 18:46:25
12449,+918433585052,transactional,"Dear Customer, You have a missed call from +918433585052 The last missed call was at 05:53 PM on 22-Apr-2026 Thankyou, Team Jio.",SMS,0,2026-04-22 17:53:56
12448,JM-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Dov0UNrRv,SMS,0,2026-04-22 16:42:59
12446,+919284577299,transactional,"Dear Customer, +919284577299 is now available to take calls.",SMS,0,2026-04-21 20:22:02
12445,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-21 18:45:35
12444,JK-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Dn22Xn8WD,SMS,0,2026-04-21 18:04:39
12443,JD-axioFS-S,transactional,"Alert!! Non-payment of Pay Later dues will negatively impact your CIBIL score. Pay dues of Rs.2,496 here https://u.axio.ac/axo/mHdxfCrARWHorVM -axio",SMS,0,2026-04-21 14:07:00
12442,JD-KOTAKB-S,transactional,"Sent Rs.50.00 from Kotak Bank AC X2056 to q469050825@ybl on 21-04-26.UPI Ref 611113576827. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-21 13:54:34
12441,JG-NDMAEW-G,transactional,"पुढील ३ तासात पुणे, ठाणे, रायगड, कोल्हापूर, सिंधुदुर्ग, नांदेड येथे काही ठिकाणी विजांच्या कडकडाट, मेघगर्जना, हलक्या ते मध्यम स्वरूपाच्या पावसाची शक्यता असून ताशी ३०-४० किमी वेगाने वारे वाहतील.",SMS,0,2026-04-21 12:50:28
12439,JZ-JioPay-S,transactional,"डेटा वापर अलर्ट!
आपण 21-Apr-26 12:49 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",SMS,0,2026-04-21 12:49:48
12440,JZ-JioPay-S,transactional,"Data usage Alert!
50% of your daily data used as of 21-Apr-26 12:49
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",SMS,0,2026-04-21 12:49:47
12438,JE-NDMAEW-G,transactional,"पुढील ३ तासात आपल्या जिल्ह्यांमध्ये काही ठिकाणी विजांच्या कडकडाटासह आणि मेघगर्जनेसह हलका ते मध्यम पाऊस आणि ताशी ३० ते ४० किमी वेगाने सोसाट्याचा वारा वाहण्याची दाट शक्यता आहे. मंत्रालय, मुंबई..",SMS,0,2026-04-21 10:42:50
12437,JG-NDMAEW-G,transactional,"पुढील ३ तासात आपल्या जिल्ह्यांमध्ये काही ठिकाणी विजांच्या कडकडाटासह आणि मेघगर्जनेसह हलका ते मध्यम पाऊस आणि ताशी ३० ते ४० किमी वेगाने सोसाट्याचा वारा वाहण्याची दाट शक्यता आहे. मंत्रालय, मुंबई..",SMS,0,2026-04-21 09:53:15
12436,JM-KOTAKB-S,transactional,"Sent Rs.60.00 from Kotak Bank AC X2056 to q381066721@ybl on 21-04-26.UPI Ref 647718649582. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-21 09:25:06
12435,JD-NDMAEW-G,transactional,"पुढील ३ तासांत मुंबई, मुंबई उपनगर, पालघर, रायगड, ठाणे येथील काही भागांमध्ये सोसाट्याच्या वाऱ्यासह हलक्या पावसाच्या सरी, मेघगर्जना आणि विजांचा कडकडाट होण्याची शक्यता आहे. मंत्रालय, मुंबई.",SMS,0,2026-04-21 06:55:48
12434,JX-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Dny9kKMzz,SMS,0,2026-04-20 16:47:43
12433,+918262991773,transactional,"Dear Customer, +918262991773 is now available to take calls.",SMS,0,2026-04-20 14:50:22
12432,JX-KOTAKB-S,transactional,Received Rs.100.00 in your Kotak Bank AC X2056 from mamtadas9837@oksbi on 19-04-26.UPI Ref:610989309230.,SMS,0,2026-04-19 23:56:57
12431,JM-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Dm6qMPQ16,SMS,0,2026-04-19 19:09:50
12429,JZ-JioPay-S,transactional,"डेटा वापर अलर्ट!
आपण 19-Apr-26 18:14 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",SMS,0,2026-04-19 18:14:39
12430,JZ-JioPay-S,transactional,"Data usage Alert!
50% of your daily data used as of 19-Apr-26 18:14
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",SMS,0,2026-04-19 18:14:38
12421,JD-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 7476",SMS,0,2026-04-18 22:56:52
12420,VD-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-18 18:45:09
12419,JK-KOTAKB-S,transactional,"Sent Rs.60.00 from Kotak Bank AC X2056 to paytmqr6v563r@ptys on 18-04-26.UPI Ref 647430236430. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-18 18:41:17
12418,JK-KOTAKB-S,transactional,"Sent Rs.27.00 from Kotak Bank AC X2056 to paytm.s230952@pty on 18-04-26.UPI Ref 647408220667. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-18 16:44:01
12417,VM-axioFS-S,transactional,"Dear Customer, your EMI payment is 346 days overdue (as of 15-Apr-26). As per RBI regulations, this delay will be reported to the Credit Bureau.
-axio",SMS,0,2026-04-18 13:41:33
12416,JK-KOTAKB-P,promotional,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XGQ6xl T&C",SMS,0,2026-04-18 11:39:56
12415,JD-KFCIND-P,promotional,"Sort your KFC cravings under Rs.100! Grab KFC Krisper Meal at just Rs.99 today with Chicken Krisper Burger, Fries and Pepsi. bit.ly/kfcind-kmg18 TnC",SMS,0,2026-04-18 11:37:10
12414,JD-KOTAKB-S,transactional,"Sent Rs.114.00 from Kotak Bank AC X2056 to zeptonow.bdpg111@kotakpay on 18-04-26.UPI Ref 647411173765. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-18 10:48:22
12412,JK-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DmaqRyXzL,SMS,0,2026-04-17 19:02:13
12411,VD-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-17 18:45:24
12410,JK-KOTAKB-S,transactional,"Sent Rs.130.00 from Kotak Bank AC X2056 to Q685655023@ybl on 17-04-26.UPI Ref 647300033109. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-17 14:00:53
12407,JD-KOTAKB-S,transactional,"Sent Rs.115.00 from Kotak Bank AC X2056 to zeptonow.bdpg111@kotakpay on 17-04-26.UPI Ref 647300997247. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-17 09:52:26
12406,JD-KOTAKB-S,transactional,"Sent Rs.30.00 from Kotak Bank AC X2056 to q757707918@ybl on 17-04-26.UPI Ref 647307985111. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-17 09:05:36
12405,JD-KOTAKB-S,transactional,"Txn of INR 30 at UPI-647318005696-MR PE declined due to low credit limit on Kotak Credit Card x8328. To continue transacting, pay: https://kotak.bank.in/KBANKT/CCPYM",SMS,0,2026-04-17 09:05:30
12404,JD-KOTAKB-S,transactional,"Sent Rs.59.00 from Kotak Bank AC X2056 to appleservices.bdsi@hdfcbank on 17-04-26.UPI Ref 103123626802. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-17 04:46:20
12409,JM-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 6401",SMS,0,2026-04-16 22:51:19
12402,VM-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 5305",SMS,0,2026-04-16 22:37:45
12401,JM-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 4996",SMS,0,2026-04-16 22:16:20
12398,VD-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-16 18:45:18
12397,VM-SUBWAY-P,promotional,"Your Subway favourites await! Final 2 days to get 100 OFF on 299. Visit now for fresh Subs, Salads ,Wraps & Rice Bowl. Code: xern86pfmc. Valid till 17 Apr. TnC",SMS,0,2026-04-16 15:46:43
12396,VM-axioLN-S,transactional,"Dear Customer,
An Axio agent is scheduled to visit your registered address to collect due amount on your Amazon Pay later account. Please ensure availability.
To avoid further action, make payment here: https://u.axio.ac/axo/0v0nAG4pFnxRV6l
Or contact the agent at 08634017553.
Ignore if paid - axio",SMS,0,2026-04-16 14:30:22
12408,JD-KOTAKB-P,promotional,"Dear Maya, Kotak Personal Loan, starting at 9.99% p.a., helps you upgrade your home & lifestyle. Tap https://1.kotak.bank.in/KOTAKB/XED0QC T&C",SMS,0,2026-04-16 11:38:41
12395,JM-620016-P,promotional,Your family member with Jio number 9284577299 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/Dlc9nghY7,SMS,0,2026-04-15 16:49:02
12394,JD-PHONPE-P,promotional,Get up to Rs.100 cashback! Enjoy rewards on all RuPay Credit Card transactions via PhonePe UPI. Link your card & pay now: https://phon.pe/PHONPE/r1SMS10042026,SMS,0,2026-04-15 11:31:45
12393,JD-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 1135",SMS,0,2026-04-14 21:59:04
12391,JX-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DkJmtDLW9,SMS,0,2026-04-14 16:42:10
12392,VM-axioFS-S,transactional,"Alert!! Non-payment of Pay Later dues will negatively impact your CIBIL score. Pay dues of Rs.2,496 here https://u.axio.ac/axo/mHdxfCrARWHorVM -axio",SMS,0,2026-04-14 14:16:45
12390,AD-PYTMBK-S,transactional,Your PPBL A/c XXXXXXXX2280 is inactive. Transact by 2027-04-14 to avoid a/c becoming inoperative or fresh KYC will be required. https://b.pytm.bank.in/PYTMBK/G3uiRuTj,SMS,0,2026-04-14 09:58:55
12389,JM-YESBNK-S,transactional,"Dear Customer, you have successfully approved a mandate on SUPERMONEY for a frequency ASPRESENTED starting from 13-04-26 for amount 195.00. Regards, YES BANK",SMS,0,2026-04-13 20:16:10
12387,JK-KOTAKB-S,transactional,"Sent Rs.195.00 from Kotak Bank AC X2056 to appleservices.bdsi@hdfcbank on 13-04-26.UPI Ref 103106262988. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-13 20:16:08
12386,JX-YESBNK-S,transactional,"You have received a UPI-Mandate collect request from APPLE MEDIA SERVICES for Rs. 195.00. Login into SUPERMONEY application to authorize. Regards, YES BANK",SMS,0,2026-04-13 20:15:16
12385,JM-KOTAKB-S,transactional,Received Rs.200.00 in your Kotak Bank AC X2056 from 7498157882@ptaxis on 13-04-26.UPI Ref:610344901619.,SMS,0,2026-04-13 19:32:37
12384,JD-KOTAKB-S,transactional,INR 20 spent on Kotak Credit Card x8328 on 13-Apr-2026 at UPI-646929463231-SURAJ. Avl limit INR 15.59 Fraud? https://kotak.bank.in/KBANKT/CCTXN,SMS,0,2026-04-13 18:42:12
12383,JK-KOTAKB-S,transactional,"Sent Rs.15450.00 from Kotak Bank AC X2056 to 8999317597@kotak811 on 13-04-26.UPI Ref 610317882438. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-13 17:38:32
12381,JM-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DkeZw3Pme,SMS,0,2026-04-13 16:47:27
12380,JM-KOTAKB-S,transactional,"Sent Rs.930.00 from Kotak Bank AC X2056 to 8149028446@axl on 13-04-26.UPI Ref 646913438040. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-13 16:39:51
12379,VM-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 8698",SMS,0,2026-04-13 16:35:47
12378,JK-ZEPTON-S,transactional,Your payment for Zepto order KRGOVNTK38669 was not completed. Any amount if debited will get refunded within 2-3 days. Please try placing the order again.,SMS,0,2026-04-13 16:25:24
12376,JX-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 5743",SMS,0,2026-04-13 08:16:40
12374,JK-JIOHTR-S,transactional,"Hi, your JioHotstar verification code is 5721",SMS,0,2026-04-12 20:03:19
12373,JM-620016-P,promotional,Your family member with Jio number 7498157882 is missing out on UNLIMITED 5G DATA!! The  current plan does not provide truly unlimited 5G data. Simply recharge with a Rs. 51 add-on for them to  enjoy blazing-fast UNLIMITED 5G for rest of the  plan validity. HURRY! Recharge now - www.jio.com/r/DjMeeOxWq,SMS,0,2026-04-12 17:22:19
12372,JK-KOTAKB-S,transactional,"Sent Rs.102.00 from Kotak Bank AC X2056 to pinelabs.10372375@pineaxis on 12-04-26.UPI Ref 646817270966. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-12 14:47:01
12371,JD-KOTAKB-S,transactional,"Sent Rs.292.77 from Kotak Bank AC X2056 to cred.telecom@axisb on 12-04-26.UPI Ref 646817254082. Not you, https://kotak.com/KBANKT/Fraud",SMS,0,2026-04-12 12:58:17
